ticker,company,name,name_count,women_count,excess,total_board,men_count,unknown_count,all_men_with_name,women_names,all_board_names
NES,NELSON RESOURCES LIMITED.,Gernot,1,0,1,3,2,1,Gernot Abl,(none),Gernot Abl (M) | Louis Bucci (?) | Daniel Smith (M)
NRZ,NEURIZER LTD,Justyn,1,0,1,4,4,0,Justyn Peters,(none),Justyn Peters (M) | Manyoo Han (M) | Zhe Wang (M) | Zheng Xiaojiang (M)
NUZ,NEURIZON THERAPEUTICS LIMITED,Sergio,1,0,1,4,2,2,Sergio Duchini,(none),Sergio Duchini (M) | Michael Thurn (?) | Marcus Hughes (M) | Katie MacFarlane (?)
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,Robert,1,0,1,5,4,1,Robert McKenzie,(none),Robert McKenzie (M) | Nathan Smith (M) | Clarke Barlow (M) | Paul Fry (M) | Anton Uvarov (?)
NTI,NEUROTECH INTERNATIONAL LIMITED,Mark,1,0,1,4,3,1,Mark Davies,(none),Mark Davies (M) | Anthony Filippis (?) | Robert Johnston (M) | Gerald Quigley (M)
NAE,NEW AGE EXPLORATION LIMITED,Alan,1,0,1,4,4,0,"Alan Broome, AM",(none),Alan AM (M) | Kirby Johnson (M) | Daniel Eddington (M) | Adrien Wing (M)
NFM,NEW FRONTIER MINERALS LIMITED,Joel,1,0,1,3,3,0,Joel Logan,(none),Joel Logan (M) | Gerrard Hall (M) | Eduardo Robaina (M)
NPM,NEWPEAK METALS LIMITED,Mark,1,0,1,4,4,0,Mark Purcell,(none),Mark Purcell (M) | Andrew Gladman (M) | David Mason (M) | Brian Moller (M)
NME,NEX METALS EXPLORATION LIMITED,Thomas,1,0,1,4,4,0,Thomas Francis Percy KC,(none),Thomas KC (M) | Kenneth Allen (M) | Gregory Barns (M) | Hock Chua (M)
NX1,NEXALIS THERAPEUTICS LTD,Sean,1,0,1,4,3,1,Sean Williams,(none),Sean Williams (M) | Darryl Davies (M) | Tony Fitzgerald (M) | Ron Wise (?)
NNG,NEXION GROUP LTD,Peter,1,0,1,3,3,0,Peter Alister Charles Christie,(none),Peter Christie (M) | John Bell (M) | Christopher Daly (M)
NXM,NEXUS MINERALS LIMITED,Paul,1,0,1,3,3,0,Paul Boyatzis,(none),Paul Boyatzis (M) | Andy Tudor (M) | Bruce Maluish (M)
NGE,NGE CAPITAL LIMITED,David,1,0,1,3,3,0,David Lamm,(none),David Lamm (M) | Adam Saunders (M) | Ilan Rimer (M)
NH3,NH3 CLEAN ENERGY LIMITED,Charles,1,0,1,5,5,0,Charles Whitfield,(none),Charles Whitfield (M) | Stephen Hall (M) | Brent Gardner (M) | Andrew Kirk (M) | Garry Plowright (M)
NC1,NICO RESOURCES LIMITED,Peter,1,0,1,5,5,0,Peter Cook,(none),Peter Cook (M) | Jonathan Shellabear (M) | Roderick Corps (M) | Stewart Findlay (M) | Brett Smith (M)
NIM,NIMY RESOURCES LIMITED,Neil,1,0,1,3,3,0,Neil Warburton,(none),Neil Warburton (M) | Neville Hampson (M) | Bruce Stewart (M)
NHE,NOBLE HELIUM LIMITED,Dennis,1,0,1,4,4,0,Dennis Donald,(none),Dennis Donald (M) | Owain Franks (M) | Walter Jennings (M) | Justyn Wood (M)
NNL,NORDIC RESOURCES LTD,Malcolm,1,0,1,4,4,0,Malcolm Stewart Norris,(none),Malcolm Norris (M) | Robert Wrixon (M) | Marcello Cardaci (M) | Juho Haverinen (M)
NFL,NORFOLK METALS LIMITED,Ben,1,0,1,4,4,0,Ben Edward Phillips,(none),Ben Phillips (M) | David Folwer (M) | Patrick Holywell (M) | Leo Pilapil (M)
NRX,NORONEX LIMITED,David,1,0,1,4,4,0,David Prentice,(none),David Prentice (M) | Victor Rajasooriar (M) | Robert Klug (M) | Piers Lewis (M)
NSM,NORTH STAWELL MINERALS LTD,Campbell,1,0,1,3,3,0,Campbell Peter Olsen,(none),Campbell Olsen (M) | William Reid (M) | Alistair Waddell (M)
NTU,NORTHERN MINERALS LIMITED,Adam,1,0,1,4,4,0,Adam Handley,(none),Adam Handley (M) | Shane Hartwig (M) | Bin Cai (M) | Liangbing Yu (M)
EYE,NOVA EYE MEDICAL LIMITED,Victor,1,0,1,5,5,0,Victor Previn,(none),Victor Previn (M) | Thomas Spurling (M) | Michael Southard (M) | Rahmon Coupe (M) | Daniel Webb (M)
NVA,NOVA MINERALS LIMITED,Richard,1,0,1,6,6,0,Richard Beazley,(none),Richard Beazley (M) | Chris Gerteisen (M) | Chaim Berger (M) | Craig Bentley (M) | Louie Simens (M) | Avrohom Geller (M)
NVQ,NOVIQTECH LIMITED,Raffaele,1,0,1,3,3,0,Raffaele Marcellino,(none),Raffaele Marcellino (M) | Freddy Turk (M) | Darren Scott (M)
NOX,NOXOPHARM LIMITED,Fred,1,0,1,4,3,1,Fred Bart,(none),Fred Bart (M) | Peter Marks (M) | Gisela Mautner (?) | Boris Patkin (M)
NTM,NT MINERALS LIMITED,Mal,1,0,1,3,3,0,Mal James,(none),Mal James (M) | Rodney Illingworth (M) | Roy Jansan (M)
NTD,NTAW HOLDINGS LIMITED,Murray,1,0,1,6,6,0,Murray Boyte,(none),Murray Boyte (M) | Warwick Hay (M) | Christopher Hummer (M) | Kenneth Gunderson-Briggs (M) | Terence Smith (M) | Tynan Young (M)
NGY,NUENERGY GAS LIMITED,Kok,1,0,1,7,7,0,Kok Keong Kong,(none),Kok Kong (M) | Beng Lim (M) | Yong Kee (M) | Heng Chen (M) | Alan Fraser (M) | Tian Goh (M) | Ian Wang (M)
NYR,NYRADA INC.,John,1,0,1,6,4,2,John Moore,(none),John Moore (M) | James Bonnar (M) | Christopher Cox (M) | Ian Dixon (?) | Marcus Frampton (M) | Ruediger Weseloh (?)
OKJ,OAKAJEE CORPORATION LIMITED,Mark,1,0,1,4,4,0,Mark Jones,(none),Mark Jones (M) | Douglas Rose (M) | Garry Thomas (M) | Gary Watson (M)
OAK,OAKRIDGE INTERNATIONAL LIMITED,Con,1,0,1,3,3,0,Con Unerkov,(none),Con Unerkov (M) | Wally Pastuch (M) | Peter Whelan (M)
OCL,OBJECTIVE CORPORATION LIMITED,Tony,1,0,1,4,4,0,Tony B Walls,(none),Tony Walls (M) | Stephen Bool (M) | Nick Kingsbury (M) | Darc Rasmussen (M)
OCN,OCEANA METALS LIMITED,Martin,1,0,1,4,4,0,Martin Helean,(none),Martin Helean (M) | Michael Wilson (M) | Samuel Brooks (M) | Russell Curtin (M)
OCT,OCTAVA MINERALS LIMITED,Clayton,1,0,1,4,4,0,Clayton John Dodd,(none),Clayton Dodd (M) | Bevan Wakelam (M) | Damon O¿Meara (M) | Feiyu Qi (M)
OD6,OD6 METALS LIMITED,Piers,1,0,1,3,2,1,Piers Lewis,(none),Piers Lewis (M) | Brett Hazelden (M) | Mitch Loan (?)
OLH,OLDFIELDS HOLDINGS LIMITED,Frank,1,0,1,3,3,0,Frank Lesko,(none),Frank Lesko (M) | Jie Ma (M) | James Stavroulakis (M)
OLY,OLYMPIO METALS LIMITED,Simon,1,0,1,3,3,0,Simon Malcolm Andrew,(none),Simon Andrew (M) | Sean Delaney (M) | Aidan Platel (M)
OMA,OMEGA OIL & GAS LIMITED,Martin,1,0,1,6,6,0,Martin Houston,(none),Martin Houston (M) | Trevor Brown (M) | Quentin Flannery (M) | Andrew Hackwood (M) | Stephen Harrison (M) | Peter Stickland (M)
OMG,OMG GROUP LIMITED,Alex,1,0,1,3,3,0,Alex Aleksic,(none),Alex Aleksic (M) | Timothy Freeburn (M) | Daniel Rootes (M)
OM1,OMNIA METALS GROUP LTD,Mark,1,0,1,3,2,1,Mark Anthony Connelly,(none),Mark Connelly (M) | Quinton Meyers (M) | James Warren (?)
1CG,ONE CLICK GROUP LIMITED,Russell,1,0,1,4,4,0,Russell Baskerville,(none),Russell Baskerville (M) | Mark Waller (M) | Nathan Kerr (M) | Winton Willesee (M)
OLL,OPENLEARNING LIMITED,Spiro,1,0,1,4,4,0,Spiro Pappas,(none),Spiro Pappas (M) | Adam Brimo (M) | Matthew Reede (M) | Rupesh Singh (M)
OMX,ORANGE MINERALS NL,John,1,0,1,3,3,0,John Campbell Smyth,(none),John Smyth (M) | Chris Michael (M) | Johnathon Busing (M)
OEC,ORBITAL CORPORATION LIMITED,Stephen,1,0,1,5,4,1,Stephen Pearce,(none),Stephen Pearce (M) | Andrew Mills (M) | Kyle Abbott (M) | Steve Gallagher (M) | Grant Lukey (?)
OB1,ORBMINCO LIMITED,Duncan,1,0,1,3,3,0,Duncan Gordon,(none),Duncan Gordon (M) | Angus Middleton (M) | Richard Willson (M)
ODA,ORCODA LIMITED,Brendan,1,0,1,3,3,0,Brendan Mason,(none),Brendan Mason (M) | Patrick Bodegraven (M) | Geoffrey Jamieson (M)
ORD,ORDELL MINERALS LIMITED,Thomas,1,0,1,3,3,0,Thomas McKeith,(none),Thomas McKeith (M) | Michael Fowler (M) | Darren Gordon (M)
OR3,ORE RESOURCES LIMITED,Neville,1,0,1,4,4,0,Neville Power,(none),Neville Power (M) | Nick Rathjen (M) | Robin Cox (M) | Rob Waugh (M)
OEQ,ORION EQUITIES LIMITED,Farooq,1,0,1,3,3,0,Farooq Khan,(none),Farooq Khan (M) | Victor Ho (M) | Yaqoob Khan (M)
ORP,ORPHEUS URANIUM LIMITED,Simon,1,0,1,3,3,0,Simon Mitchell,(none),Simon Mitchell (M) | Clinton Dubieniecki (M) | Todd Williams (M)
OCC,ORTHOCELL LIMITED,John,1,0,1,5,3,2,John Van Der Wielen,(none),John Wielen (M) | Paul Anderson (M) | Michael McNulty (M) | Ravi Thadhani (?) | Fiona Wood (?)
OSM,OSMOND RESOURCES LIMITED,Anthony,1,0,1,3,3,0,Anthony Hall,(none),Anthony Hall (M) | Lachlan Rutherford (M) | Daniel Eddington (M)
OSX,OSTEOPORE LIMITED,Mark,1,0,1,4,2,2,Mark Leong,(none),Mark Leong (M) | Yujing Lim (?) | Michael Keenan (M) | Swee Teoh (?)
OEL,OTTO ENERGY LIMITED,Justin,1,0,1,4,4,0,Justin Clyne,(none),Justin Clyne (M) | Paul Senycia (M) | Chris Dorros (M) | Geoff Page (M)
OVT,OVANTI LIMITED,Daler,1,0,1,4,4,0,Daler Fayziev,(none),Daler Fayziev (M) | Mohammad Shahruddin (M) | Richard Gordon (M) | Joshua Quinn (M)
OZZ,OZZ RESOURCES LIMITED,Joe,1,0,1,4,4,0,Joe Graziano,(none),Joe Graziano (M) | Clint Moxham (M) | Timothy Slate (M) | David Wheeler (M)
PLA,PACIFIC LIME AND CEMENT LIMITED,Richard,1,0,1,6,6,0,Richard Pegum,(none),Richard Pegum (M) | Paul Mulder (M) | Musje Werror (M) | Tim Crossley (M) | Wong Shyan (M) | Chris Indermaur (M)
PNM,PACIFIC NICKEL MINES LIMITED,Terry,1,0,1,4,4,0,Terry Cuthbertson,(none),Terry Cuthbertson (M) | Geoff Hiller (M) | James Dean (M) | Robert Thomson (M)
PFE,PANTERA MINERALS LIMITED,Barnaby,1,0,1,3,3,0,Barnaby Egerton-Warburton,(none),Barnaby Egerton-Warburton (M) | Tim Goldsmith (M) | Matthew Hansen (M)
PNT,PANTHER METALS LTD,Daniel,1,0,1,3,2,1,Daniel Tuffin,(none),Kerim Sener (?) | Daniel Tuffin (M) | Ranko Matic (M)
PPY,PAPYRUS AUSTRALIA LIMITED,Jawhari,1,0,1,6,6,0,Al Jawhari,(none),Jawhari Jawhari (M) | Daniel Schmidt (M) | David Attias (M) | Bradley Lemmon (M) | Vincent Rigano (M) | Arthur Stavrou (M)
PBL,PARABELLUM RESOURCES LIMITED,Peter,1,0,1,3,3,0,Peter Ruse,(none),Peter Ruse (M) | Shaun Menezes (M) | Fabio Vergara (M)
PKD,PARKD LTD,Bronte,1,0,1,3,3,0,Bronte Howson,(none),Bronte Howson (M) | Peter McUtchen (M) | Robert Freedman (M)
PL3,PATAGONIA LITHIUM LTD,Phillip,1,0,1,3,3,0,Phillip Thomas,(none),Phillip Thomas (M) | Richard Anthon (M) | Pablo Tarantini (M)
PSL,PATERSON RESOURCES LTD,John,1,0,1,3,3,0,John Kay,(none),John Kay (M) | Matt Bull (M) | Greg Entwistle (M)
PAT,PATRIOT RESOURCES LIMITED,Hugh,1,0,1,4,4,0,Hugh David Warner,(none),Hugh Warner (M) | Dominic Duggan (M) | Christopher Hilbrands (M) | Philip Thick (M)
PTN,PATRONUS RESOURCES LIMITED,Rowan,1,0,1,5,5,0,Rowan Johnston,(none),Rowan Johnston (M) | John Ingram (M) | Graham Ascough (M) | Joe Graziano (M) | Hansjoerg Plaggemars (M)
PC2,PC GOLD LTD,Ashley,1,0,1,4,4,0,Ashley Pattison,(none),Ashley Pattison (M) | Robert Jewson (M) | John Menzies (M) | Kevin Puil (M)
PKP,PEAK PROCESSING LIMITED,Manik,1,0,1,3,3,0,Manik Pujara,(none),Manik Pujara (M) | Barry Katzman (M) | Matt Adams (M)
PLG,PEARL GULL IRON LIMITED,Russell,1,0,1,3,3,0,Russell Clark,(none),Russell Clark (M) | Mathew O'Hara (M) | Alexander Passmore (M)
PEX,PEEL MINING LIMITED,Ronald,1,0,1,4,4,0,Ronald Beevor,(none),Ronald Beevor (M) | Nicholas Woolrych (M) | Graham Hardie (M) | Tony Schults (M)
PCG,PENGANA CAPITAL GROUP LIMITED,David,1,0,1,5,5,0,David Groves,(none),David Groves (M) | Russel Pillemer (M) | Jeremy Dunkel (M) | Kevin Eley (M) | Brendan O'Dea (M)
PCX,PENGANA GLOBAL PRIVATE CREDIT TRUST,Ellis,1,0,1,4,4,0,Ellis Varejes,(none),Ellis Varejes (M) | Russel Pillemer (M) | Keith McLachlan (M) | Ilan Zimerman (M)
PIA,PENGANA INTERNATIONAL EQUITIES LIMITED,Richard,1,0,1,4,4,0,Richard Caldwell,(none),Richard Caldwell (M) | Jesse Hamilton (M) | Julian Martin (M) | Geoff Wilson (M)
PE1,PENGANA PRIVATE EQUITY TRUST,Ellis,1,0,1,4,4,0,Ellis Varejes,(none),Ellis Varejes (M) | Russel Pillemer (M) | Keith McLachlan (M) | Ilan Zimerman (M)
5GG,PENTANET LIMITED,David,1,0,1,5,5,0,David Buckingham,(none),David Buckingham (M) | Stephen Cornish (M) | Timothy Cornish (M) | Dalton Gooding (M) | Dominc O'Hanlon (M)
PIL,PEPPERMINT INNOVATION LIMITED,Christopher,1,0,1,3,3,0,Christopher Kain,(none),Christopher Kain (M) | Neal Cross (M) | Anthony Kain (M)
PGD,PEREGRINE GOLD LTD,Brian,1,0,1,3,3,0,Brian David Thomas,(none),Brian Thomas (M) | George Merhi (M) | Anees Sabet (M)
PEC,PERPETUAL RESOURCES LIMITED,Julian,1,0,1,3,3,0,Julian Babarczy,(none),Julian Babarczy (M) | Robert Benussi (M) | Rafael Mottin (M)
PHO,PHOSCO LTD,Robin,1,0,1,4,4,0,Robin Widdup,(none),Robin Widdup (M) | Tarecq Aldaoud (M) | Mehdi Abdallah (M) | Salvatore Lancuba (M)
PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,Fred,1,0,1,3,3,0,Fred Bart,(none),Fred Bart (M) | Graeme Newing (M) | Shawn Boheemen (M)
PR2,PICHE RESOURCES LIMITED,John,1,0,1,5,5,0,John Andrew Simpson,(none),John Simpson (M) | Stephen Mann (M) | Pablo Marcet (M) | Clark Beyer (M) | Stanley Macdonald (M)
PIM,PINNACLE MINERALS LIMITED,William,1,0,1,3,3,0,William Witham,(none),William Witham (M) | Stephen Ross (M) | Jay Stephenson (M)
PMM,PIONEER MINERALS LIMITED,Agha,1,0,1,3,3,0,Agha Shahzad Pervez,(none),Agha Pervez (M) | Chris Gerteisen (M) | Paul Hughes (M)
PVT,PIVOTAL METALS LIMITED,Simon,1,0,1,4,3,1,Simon Gray,(none),Simon Gray (M) | Ivan Fairhall (M) | Daniel Rose (M) | Robert Wrixon (?)
PFM,PLATFORMO LTD,Ben,1,0,1,4,3,1,Ben Reichel,(none),Ben Reichel (M) | Zheng Li (M) | Gary Lim (M) | Yong Yong (?)
PGM,PLATINA RESOURCES LIMITED,Brian,1,0,1,5,4,1,Brian Moller,(none),Brian Moller (M) | Corey Nolan (M) | Paul Jurman (M) | John Anderson (M) | Chris Hartley (?)
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,Chris,1,0,1,3,3,0,Chris Paul Knoblanche,(none),Chris Knoblanche (M) | Mike Ryan (M) | Brett Spork (M)
3DP,POINTERRA LIMITED,Ian,1,0,1,3,3,0,Ian Olson,(none),Ian Olson (M) | Neville Bassett (M) | Damon Fieldgate (M)
PBH,POINTSBET HOLDINGS LIMITED,Brett,1,0,1,6,6,0,Brett Paton,(none),Brett Paton (M) | Andrew Catterall (M) | Samuel Swanell (M) | Kanji Kobayashi (M) | Taishi Oba (M) | Sho Okuyama (M)
PXX,POLARX LIMITED,Mark,1,0,1,4,2,2,Mark Trevor Bojanjac,(none),Mark Bojanjac (M) | Jason Berton (?) | Robert Boaz (M) | Charles Tabeart (?)
POL,POLYMETALS RESOURCES LTD,David,1,0,1,3,3,0,David William Sproule,(none),David Sproule (M) | Alistair Barton (M) | Christopher Schroor (M)
PNN,POWER MINERALS LIMITED,Stephen,1,0,1,5,5,0,Stephen Michael Ross,(none),Stephen Ross (M) | Mena Habib (M) | Alistair Stephens (M) | James Moses (M) | Caue Araujo (M)
PVL,POWERHOUSE VENTURES LIMITED,James,1,0,1,3,3,0,James Kruger,(none),James Kruger (M) | Doron Eldar (M) | David McNamee (M)
PL9,PRAIRIE LITHIUM LIMITED,Barnaby,1,0,1,5,5,0,Barnaby Egerton-Warburton,(none),Barnaby Egerton-Warburton (M) | Paul Lloyd (M) | Matthew Blumberg (M) | Vern Lund (M) | Zachary Maurer (M)
PLC,PREMIER1 LITHIUM LIMITED,Simon,1,0,1,3,3,0,Simon Phillips,(none),Simon Phillips (M) | Jason Froud (M) | Dale Hanna (M)
PTL,PRESTAL HOLDINGS LIMITED,Mark,1,0,1,3,3,0,Mark Hardgrave,(none),Mark Hardgrave (M) | Charlie McLeish (M) | Sam Johnstone (M)
PPG,PRO-PAC PACKAGING LIMITED,John,1,0,1,4,4,0,John Cerini,(none),John Cerini (M) | Ian Shannon (M) | Gavin Black (M) | Mark Blackburn (M)
PRX,PRODIGY GOLD NL,Gerard,1,0,1,5,5,0,Gerard Joseph McMahon,(none),Gerard McMahon (M) | Mark Edwards (M) | Neale Edwards (M) | Ben Lin (M) | Brett Smith (M)
PRM,PROMINENCE ENERGY LIMITED,Ian,1,0,1,4,3,1,Ian James McCubbing,(none),Ian McCubbing (M) | Mike Fischer (?) | Troy Hayden (M) | Bevan Tarratt (M)
PSC,PROSPECT RESOURCES LIMITED,Mark,1,0,1,6,5,1,Mark Wheatley,(none),Mark Wheatley (M) | Samuel Hosack (M) | Ian Goldberg (M) | Gaurav Gupta (M) | Doug Jones (?) | Matt Pascall (M)
PV1,PROVARIS ENERGY LTD,Greg,1,0,1,4,4,0,Greg Martin,(none),Greg Martin (M) | Martin Carolan (M) | David Palmer (M) | Andrew Pickering (M)
P1E,PURE ONE CORPORATION LIMITED,Adam,1,0,1,4,4,0,Adam Giles,(none),Adam Giles (M) | Scott Brown (M) | Lan Nyugen (M) | Ron Prefontaine (M)
PUR,PURSUIT MINERALS LTD,Tom,1,0,1,3,3,0,Tom Eadie,(none),Tom Eadie (M) | Aaron Revelle (M) | Colin McKenzie (M)
PYC,PYC THERAPEUTICS LIMITED,Peter,1,0,1,3,2,1,Peter John Coleman,(none),Peter Coleman (M) | Rohan Hockings (M) | Ian Constable (?)
QEM,QEM LIMITED,Timothy,1,0,1,3,3,0,Timothy Wall,(none),Timothy Wall (M) | Robert Cooper (M) | Daniel Harris (M)
QOR,QORIA LIMITED,Peter,1,0,1,6,5,1,Peter Pawlowitsch,(none),Peter Pawlowitsch (M) | Tim Levy (M) | Georg Ell (M) | Matthew Stepka (M) | Phil Warren (M) | Jane Watts (?)
QGL,QUANTUM GRAPHITE LIMITED,Bruno,1,0,1,4,4,0,Bruno Ruggiero,(none),Bruno Ruggiero (M) | Sal Catalano (M) | David Trimboli (M) | Michael Wyer (M)
QUE,QUESTE COMMUNICATIONS LIMITED,Farooq,1,0,1,3,3,0,Farooq Khan,(none),Farooq Khan (M) | Victor Ho (M) | Yaqoob Khan (M)
QFE,QUICKFEE LIMITED,Dale,1,0,1,3,3,0,Dale Smorgon,(none),Dale Smorgon (M) | Bruce Coombes (M) | Michael McConnell (M)
QXR,QX RESOURCES LIMITED,Maurice,1,0,1,4,4,0,Maurice Feilich,(none),Maurice Feilich (M) | Russell Bradford (M) | Roger Jackson (M) | Dan Smith (M)
RAG,RAGNAR METALS LIMITED,Steven,1,0,1,3,3,0,Steven Formica,(none),Steven Formica (M) | Ariel King (M) | David Wheeler (M)
RAN,RANGE INTERNATIONAL LIMITED,Richard,1,0,1,4,4,0,Richard Jenkins,(none),Richard Jenkins (M) | Christopher Fong (M) | Neil Macdonald (M) | Mark Skipper (M)
RCM,RAPID CRITICAL METALS LIMITED,John,1,0,1,6,6,0,John Hartley Poynton,(none),John Poynton (M) | Byron Miles (M) | Richard Anthon (M) | Martin Holland (M) | David McNeilly (M) | Michael Schlumpberger (M)
RAP,RAPTOR METALS LTD,Adam,1,0,1,3,3,0,Adam Sierakowski,(none),Adam Sierakowski (M) | Brett Wallace (M) | Ian White (M)
REE,RAREX LIMITED,Jeremy,1,0,1,4,4,0,Jeremy Robinson,(none),Jeremy Robinson (M) | James Durrant (M) | Danny Goeman (M) | Shaun Hardcastle (M)
RBR,RBR GROUP LIMITED,Ian,1,0,1,3,3,0,Ian Macpherson,(none),Ian Macpherson (M) | Athol Emerton (M) | Richard Horsfall (M)
RR1,REACH RESOURCES LIMITED,Robert,1,0,1,4,4,0,Robert Downey,(none),Robert Downey (M) | Jeremy Bower (M) | Matthew OKane (M) | Sam Wright (M)
RCL,READCLOUD LIMITED,Cristiano,1,0,1,4,4,0,Cristiano Nicolli,(none),Cristiano Nicolli (M) | Paul Collins (M) | Jonathan Isaacs (M) | Lars Lindstrom (M)
RKN,RECKON LIMITED,Clive,1,0,1,4,4,0,Clive Rabie,(none),Clive Rabie (M) | Samuel Allert (M) | Philip Hayman (M) | Greg Wilkinson (M)
RFT,RECTIFIER TECHNOLOGIES LTD,Zorn,1,0,1,5,4,1,Zorn Wong,(none),Deng Deng (?) | Zorn Wong (M) | Jeffrey Chu (M) | Philippe Compagnon (M) | Trevor Fox (M)
RDM,RED METAL LIMITED,Russell,1,0,1,3,3,0,Russell C Barwick,(none),Russell Barwick (M) | Robert Rutherford (M) | Joshua Pitt (M)
RMX,RED MOUNTAIN MINING LIMITED,Mauro,1,0,1,3,3,0,Mauro Piccini,(none),Mauro Piccini (M) | Lincoln Liu (M) | Robert Parton (M)
ROG,RED SKY ENERGY LIMITED.,Robert,1,0,1,3,3,0,Robert Annells,(none),Robert Annells (M) | Andrew Knox (M) | Adrien Wing (M)
RC1,REDCASTLE RESOURCES LIMITED,Raymond,1,0,1,3,3,0,Raymond Shaw,(none),Raymond Shaw (M) | Sean Ke (M) | Ronald Miller (M)
RDS,REDSTONE RESOURCES LIMITED,Richard,1,0,1,3,3,0,Richard Homsany,(none),Richard Homsany (M) | Brett Hodgins (M) | Edward Heemst (M)
RLC,REEDY LAGOON CORPORATION LIMITED,Jonathan,1,0,1,3,3,0,Jonathan Hamer,(none),Jonathan Hamer (M) | Geof Fethers (M) | Adrian Griffin (M)
R8R,REGENER8 RESOURCES NL,Robert,1,0,1,3,3,0,Robert Boston,(none),Robert Boston (M) | Stephen Foley (M) | Petar Tomasevic (M)
REM,REMSENSE TECHNOLOGIES LIMITED,Ross,1,0,1,3,3,0,Ross Jeremy Taylor,(none),Ross Taylor (M) | Warren Cook (M) | John Clegg (M)
RNV,RENERVE LIMITED,Stephen,1,0,1,4,4,0,Stephen Cooper,(none),Stephen Cooper (M) | Julian Chick (M) | David Rhodes (M) | Michael Panaccio (M)
RNT,RENT.COM.AU LIMITED,Jan,1,0,1,5,5,0,Jan Ferreira,(none),Jan Ferreira (M) | Sam McDonagh (M) | Garry Garside (M) | Phil Warren (M) | John Wood (M)
RML,RESOLUTION MINERALS LTD,Mendel,1,0,1,3,3,0,Mendel Rogatsky,(none),Mendel Rogatsky (M) | Aharon Zaetz (M) | Syed Alsagoff (M)
RHT,RESONANCE HEALTH LIMITED,Aaron,1,0,1,5,4,1,Aaron Brinkworth,(none),Aaron Brinkworth (M) | Andrew Harrison (M) | Travis Baroni (?) | Simon Panton (M) | Mitchell Wells (M)
RBX,RESOURCE BASE LIMITED.,Maurice,1,0,1,3,3,0,Maurice Feilich,(none),Maurice Feilich (M) | Brent Palmer (M) | Michael Beven (M)
RMI,RESOURCE MINERALS INTERNATIONAL LTD,Asimwe,1,0,1,3,3,0,Asimwe Kabunga,(none),Asimwe Kabunga (M) | Trevor Matthews (M) | Noel O'Brien (M)
REZ,RESOURCES & ENERGY GROUP LIMITED,Gavin,1,0,1,3,3,0,Gavin John Rezos,(none),Gavin Rezos (M) | Daniel Moore (M) | Richard Poole (M)
RRR,REVOLVER RESOURCES HOLDINGS LTD,Paul,1,0,1,3,3,0,Paul McKenna,(none),Paul McKenna (M) | Patrick Williams (M) | Brian MacDonald (M)
RWD,REWARD MINERALS LTD,Colin,1,0,1,4,3,1,Colin McCavana,(none),Colin McCavana (M) | Lorry Hughes (M) | Michael Ruane (?) | Rod Vedova (M)
RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,Brendon,1,0,1,3,2,1,Brendon Grylls,(none),Brendon Grylls (M) | Xiang Lin (M) | Shuang Ren (?)
RIM,RIMFIRE PACIFIC MINING LIMITED,Ian,1,0,1,3,3,0,Ian McCubbing,(none),Ian McCubbing (M) | David Hutton (M) | Andrew Knox (M)
RCR,RINCON RESOURCES LIMITED,David,1,0,1,4,4,0,David Lenigas,(none),David Lenigas (M) | Michael Griffiths (M) | Blair Sergeant (M) | Don Strang (M)
RIV,RIVCO AUSTRALIA LTD,Brendan,1,0,1,6,5,1,Brendan Rinaldi,(none),Brendan Rinaldi (M) | Stephen Duerden (M) | Peter Peter (M) | Chris Larsen (M) | Dirk Wiedmann (M) | Vivienne Brand (?)
RGL,RIVERSGOLD LIMITED,David,1,0,1,3,3,0,David Lenigas,(none),David Lenigas (M) | Simon Andrew (M) | Mead Mead (M)
RLF,RLF AGTECH LTD,Benedict,1,0,1,5,5,0,Benedict James Barlow,(none),Benedict Barlow (M) | Stuart Upton (M) | Gavin Ball (M) | Shen Lu (M) | Paul McKenzie (M)
RMY,RMA GLOBAL LIMITED,David,1,0,1,7,7,0,David Williams,(none),David Williams (M) | Jim Crisera (M) | Ashley Farrugia (M) | Shane Greenan (M) | Maxwell Oshman (M) | Charles Oshman (M) | Edward Roosendaal (M)
RXR,ROBEX RESOURCES INC.,James,1,0,1,6,6,0,James Edward Askew,(none),James Askew (M) | Matthew Wilcox (M) | John Dorward (M) | Howard Golden (M) | Thomas Lagree (M) | Gerard Hert (M)
ROC,ROCKETBOOTS LIMITED,Roy,1,0,1,5,5,0,Roy McKelvie,(none),Roy McKelvie (M) | Joel Rappolt (M) | Cameron Petricevic (M) | Lew Starita (M) | David Willington (M)
RKT,ROCKETDNA LTD.,David,1,0,1,3,3,0,David Graham Morton,(none),David Morton (M) | Chris Clark (M) | Paul Williamson (M)
RKB,ROKEBY RESOURCES LIMITED,Adam,1,0,1,4,4,0,Adam Taylor,(none),Adam Taylor (M) | Trevor Benson (M) | Andrew Haythorpe (M) | Bradley Marwwod (M)
RON,RONIN RESOURCES LTD,Joseph,1,0,1,3,3,0,Joseph van den Elsen,(none),Joseph Elsen (M) | Marnus Bothma (M) | Nicholas Young (M)
